ID,smiles,IC50,IC50_units,pIC50
BCRP_1058,COc1ccc(/C=C/C(=O)c2ccc(O)cc2O)cc1,12.05,uM,4.919012953
BCRP_1059,COc1ccc(C(=O)/C=C/c2ccc(OC)c(OC)c2)c(OC)c1,1.03,uM,5.987162775
BCRP_1060,COc1ccc(C(=O)/C=C/c2ccccc2Cl)cc1OC,7.8,uM,5.107905397
BCRP_1061,COc1ccc(C(=O)/C=C/c2ccc(Cl)cc2)cc1OC,1.73,uM,5.761953897
BCRP_1062,O=C(/C=C/c1ccccc1)c1ccc2ccccc2c1O,9.23,uM,5.034798299
BCRP_1063,COc1ccc(/C=C/C(=O)c2ccc3ccccc3c2O)cc1,9.83,uM,5.007446482
BCRP_1064,COc1cccc(/C=C/C(=O)c2ccc3ccccc3c2O)c1,5.68,uM,5.245651664
BCRP_1065,COc1ccc(/C=C/C(=O)c2c(O)ccc3ccccc23)cc1OC,0.72,uM,6.142667504
BCRP_1066,COc1cc(C(=O)/C=C/c2cc(OC)c(OC)c(OC)c2)ccc1O,1.97,uM,5.705533774
BCRP_1067,O=C(c1cc(=O)c2c(OCc3ccccc3)cccc2o1)N1CCN(Cc2ccccc2)CC1,16.3,uM,4.787812396
BCRP_1068,COc1ccc(/C=C/C(=O)c2ccc(OC)cc2O)cc1,2.2,uM,5.657577319
BCRP_1069,COc1ccc(-c2oc3cc(OC)cc(OC)c3c(=O)c2O)cc1,12.4,uM,4.906578315
BCRP_1070,COc1ccc(/C=C/C(=O)c2c(O)cc(OC)cc2OC)cc1,3,uM,5.522878745
BCRP_1071,COc1cc(O)c(C(=O)/C=C/c2ccc(OC)c(OC)c2)c(OC)c1,0.53,uM,6.27572413
BCRP_1072,COc1ccc(C(=O)Nc2ccccc2C(=O)Nc2ccc(CCN3CCc4cc(OC)c(OC)cc4C3)cc2)cc1OC,0.86,uM,6.065501549
BCRP_1073,COc1cc(O)c(C(=O)/C=C/c2ccccc2Cl)c(OC)c1,2.82,uM,5.549750892
BCRP_1074,COc1cc(O)c2c(c1)O[C@H](c1ccccc1)CC2=O,8.9,uM,5.050609993
BCRP_1075,O=C(Nc1ccc(CCN2CCc3ccccc3C2)cc1)c1ccccc1[N+](=O)[O-],45.7,uM,4.3400838
BCRP_1076,Nc1ccccc1C(=O)Nc1ccc(CCN2CCc3ccccc3C2)cc1,20.9,uM,4.679853714
BCRP_1077,COc1cccc(/C=C/C(=O)c2ccc(OC)cc2O)c1,1.47,uM,5.832682665
BCRP_1078,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3ccc(N)cc3)cc1)CC2,98.2,uM,4.007888512
BCRP_1079,COc1ccc(C(=O)/C=C/c2ccc(OC)c(OC)c2)c(O)c1,1.06,uM,5.974694135
BCRP_1080,O=c1cc(-c2ccccc2)oc2ccccc12,17,uM,4.769551079
BCRP_1081,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,3.1,uM,5.508638306
BCRP_1082,O=c1c(O)c(-c2ccc(O)cc2O)oc2cc(O)cc(O)c12,21,uM,4.677780705
BCRP_1083,O=C(NCc1cn(Cc2ccccc2)nn1)c1cc(=O)c2c(OCc3ccc(Br)cc3)cccc2o1,1.52,uM,5.818156412
BCRP_1084,CN(CCc1c[nH]c2ccccc12)Cc1cc(=O)c2c(OCc3ccc(Br)cc3)cccc2o1.Cl,1.77,uM,5.752026734
BCRP_1085,COc1ccc2[nH]cc(CCN(C)Cc3cc(=O)c4c(OCc5ccc(Br)cc5)cccc4o3)c2c1,1.13,uM,5.946921557
BCRP_1086,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cc(OC)c(OC)cc3NC(=O)c3cnc4ccccc4c3)cc1)CC2,0.94,uM,6.026872146
BCRP_1087,CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C,104,uM,3.982966661
BCRP_1088,COc1ccc(/C=C/C(=O)c2ccc(OC)c(OC)c2)cc1,1.16,uM,5.935542011
BCRP_1089,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3cccc4c(=O)c5cccc(OC)c5[nH]c34)cc1)CC2,0.43,uM,6.366531544
BCRP_1090,COc1ccc(C(=O)/C=C/c2ccccc2Cl)c(O)c1,3.32,uM,5.478861916
BCRP_1091,O=[N+]([O-])c1ccc(Nc2nc(-c3cccnc3)nc3ccccc23)cc1,0.0641,uM,7.19314197
BCRP_1092,O=[N+]([O-])c1ccc2nc(-c3cccc(C(F)(F)F)c3)nc(Nc3ccc(O)c([N+](=O)[O-])c3)c2c1,0.033,uM,7.48148606
BCRP_1093,COc1cccc(-c2nc(Nc3cccc(F)c3)c3cc([N+](=O)[O-])ccc3n2)c1,0.0234,uM,7.630784143
BCRP_1094,Cc1ccc2oc(-c3ccc(OCCCCc4cn(CCOCCOc5ccc(-c6cc(=O)c7ccccc7o6)cc5)nn4)cc3)cc(=O)c2c1,0.0325,uM,7.488116639
BCRP_1095,O=c1cc(-c2ccccc2)oc2cc(OCCCc3cn(CCOCCOCCOc4ccc(-c5cc(=O)c6cc(F)ccc6o5)cc4)nn3)ccc12,0.0975,uM,7.010995384
BCRP_1096,O=c1cc(-c2ccccc2)oc2cc(OCCOCc3cn(CCOCCOc4ccc(-c5cc(=O)c6cc(F)ccc6o5)cc4)nn3)ccc12,0.195,uM,6.709965389
BCRP_1097,O=c1cc(-c2ccc(OCCOCCn3cc(CCCOc4ccc(-c5cc(=O)c6ccc(F)cc6o5)cc4)nn3)cc2)oc2ccccc12,0.0175,uM,7.756961951
BCRP_1098,O=c1cc(-c2ccccc2)oc2cc(OCCCCc3cn(CCOCCOCCOc4ccc(-c5oc6ccccc6c(=O)c5OCc5ccccc5)cc4)nn3)ccc12,0.0155,uM,7.809668302
BCRP_1099,O=C(COc1cccc(C(=O)/C=C/c2ccccc2)c1)Nc1ccc2c(c1)COC2=O,6.08,uM,5.216096421
BCRP_1100,Cc1ccc2oc(-c3ccc(OCCCCc4cn(CCOCCOCCOc5ccc(-c6cc(=O)c7cc(C)ccc7o6)cc5)nn4)cc3)cc(=O)c2c1,0.23,uM,6.638272164
BCRP_1101,O=c1cc(-c2ccc(OCCOCCn3cc(CCCCOc4ccc5c(=O)cc(-c6ccccc6)oc5c4)nn3)cc2)oc2ccccc12,0.0245,uM,7.610833916
BCRP_1102,O=c1cc(-c2ccccc2)oc2cc(OCCN(Cc3ccccc3)Cc3cn(CCOCCOCCOc4ccc(-c5cc(=O)c6cc(F)ccc6o5)cc4)nn3)ccc12,0.0199,uM,7.701146924
BCRP_1103,O=c1cc(-c2ccc(OCCOCCOCCn3cc(CCCOc4ccc5c(=O)cc(-c6ccccc6)oc5c4)nn3)cc2)oc2ccccc12,0.2027,uM,6.693146251
BCRP_1104,O=c1cc(-c2ccccc2)oc2cc(OCCOCCn3cc(COCCOc4ccc5c(=O)cc(-c6ccccc6)oc5c4)nn3)ccc12,0.308,uM,6.511449283
BCRP_1105,O=c1cc(-c2ccc(OCCOCCn3cc(CN(CCOc4ccc5c(=O)cc(-c6ccccc6)oc5c4)Cc4ccccc4)nn3)cc2)oc2ccccc12,0.205,uM,6.688246139
BCRP_1106,COc1cc(/C=C/C(=O)c2ccc(OCC(=O)NCc3ccc4c(c3)OCO4)cc2)cc(OC)c1OC,6.89,uM,5.161780778
BCRP_1107,O=c1cc(-c2ccccc2)oc2cc(OCCCc3cn(CCOCCOc4ccc5c(=O)cc(-c6ccccc6)oc5c4)nn3)ccc12,0.0223,uM,7.651695137
BCRP_1108,O=c1cc(-c2ccccc2)oc2cc(OCCCCc3cn(CCOCCOCCOc4ccc5c(=O)cc(-c6ccccc6)oc5c4)nn3)ccc12,0.094,uM,7.026872146
BCRP_1109,Cc1ccc2oc(-c3ccc(OCCCCc4cn(CCOCCOc5ccc6c(=O)cc(-c7ccccc7)oc6c5)nn4)cc3)cc(=O)c2c1,0.135,uM,6.869666232
BCRP_1110,Cc1ccc2oc(-c3ccc(OCCOCCOCCn4cc(CCCOc5ccc(-c6cc(=O)c7ccc(F)cc7o6)cc5)nn4)cc3)cc(=O)c2c1,0.0197,uM,7.705533774
BCRP_1111,COc1ccc(NC(=O)COc2ccc(C(=O)/C=C/c3cc(OC)c(OC)c(OC)c3)cc2)cc1OC,3.37,uM,5.472370099
BCRP_1112,O=c1cc(-c2ccccc2)oc2cc(OCCN(Cc3ccccc3)Cc3cn(CCOCCOCCOc4ccc(-c5oc6ccccc6c(=O)c5OCc5ccccc5)cc4)nn3)ccc12,0.0693,uM,7.159266765
BCRP_1113,O=c1cc(-c2ccccc2)oc2cc(OCCOCc3cn(CCOCCOc4ccc(-c5oc6ccccc6c(=O)c5OCc5ccccc5)cc4)nn3)ccc12,0.1183,uM,6.927015255
BCRP_1114,O=c1cc(-c2ccc(OCCCc3cn(CCOCCOCCOc4ccc(-c5oc6ccccc6c(=O)c5OCc5ccccc5)cc4)nn3)cc2)oc2cc(F)ccc12,0.0473,uM,7.325138859
BCRP_1115,Cc1ccc2oc(-c3ccc(OCCOCCOCCn4cc(CCCOc5ccc6c(=O)cc(-c7ccccc7)oc6c5)nn4)cc3)cc(=O)c2c1,0.185,uM,6.732828272
BCRP_1116,O=c1cc(-c2ccccc2)oc2cc(OCCOCCOCCn3cc(CN(Cc4ccccc4)Cc4cn(CCOCCOCCOc5ccc6c(=O)cc(-c7ccccc7)oc6c5)nn4)nn3)ccc12,0.25,uM,6.602059991
BCRP_1117,O=c1cc(-c2ccccc2)oc2cc(OCCCCc3cn(CCOCCOCCOc4ccc(-c5cc(=O)c6cc(F)ccc6o5)cc4)nn3)ccc12,0.0305,uM,7.515700161
BCRP_1118,O=c1cc(-c2ccc(OCCOCCOCCn3cc(CN(CCOc4ccc5c(=O)cc(-c6ccccc6)oc5c4)Cc4ccccc4)nn3)cc2)oc2ccccc12,0.017,uM,7.769551079
BCRP_1119,Cc1ccc2oc(-c3ccc(OCCCCc4cn(CCOCCOCCOc5ccc(-c6cc(=O)c7ccccc7o6)cc5)nn4)cc3)cc(=O)c2c1,0.16,uM,6.795880017
BCRP_1120,O=c1cc(-c2ccccc2)oc2cc(OCCCCc3cn(CCOCCOc4ccc(-c5oc6ccccc6c(=O)c5OCc5ccccc5)cc4)nn3)ccc12,0.0342,uM,7.465973894
BCRP_1121,O=c1cc(-c2ccc(OCCOCCOCCn3cc(CCCOc4ccc(-c5cc(=O)c6ccc(F)cc6o5)cc4)nn3)cc2)oc2ccccc12,0.0074,uM,8.13076828
BCRP_1122,Cc1ccc2oc(-c3ccc(OCCCCc4cn(CCOCCOc5ccc(-c6cc(=O)c7cc(F)ccc7o6)cc5)nn4)cc3)cc(=O)c2c1,0.064,uM,7.193820026
BCRP_1123,COc1cccc(/C=C/C(=O)c2ccc(OCC(=O)Nc3ccc(OC)c(OC)c3)cc2)c1,3.58,uM,5.446116973
BCRP_1124,O=c1cc(-c2ccc(OCCOCCn3cc(CCCOc4ccc5c(=O)cc(-c6ccccc6)oc5c4)nn3)cc2)oc2ccccc12,0.0295,uM,7.530177984
BCRP_1125,O=c1cc(-c2ccccc2)oc2cc(OCCOCCOCCn3cc(COCCOc4ccc5c(=O)cc(-c6ccccc6)oc5c4)nn3)ccc12,0.059,uM,7.229147988
BCRP_1126,O=c1cc(-c2ccc(OCCOCCn3cc(CN(Cc4ccccc4)Cc4cn(CCOCCOc5ccc(-c6cc(=O)c7ccccc7o6)cc5)nn4)nn3)cc2)oc2ccccc12,0.205,uM,6.688246139
BCRP_1127,COc1ccc(NC(=O)COc2ccc(C(=O)/C=C/c3c(F)cccc3F)cc2)cc1OC,6.11,uM,5.21395879
BCRP_1128,O=c1cc(-c2ccc(OCCCc3cn(CCOCCOc4ccc(-c5cc(=O)c6ccccc6o5)cc4)nn3)cc2)oc2ccccc12,0.0231,uM,7.63638802
BCRP_1129,Cc1ccc2oc(-c3ccc(OCCCCc4cn(CCOCCOCCOc5ccc(-c6cc(=O)c7cc(F)ccc7o6)cc5)nn4)cc3)cc(=O)c2c1,0.32,uM,6.494850022
BCRP_1130,Cc1ccc2oc(-c3ccc(OCCOCCOCCn4cc(COCCOc5ccc6c(=O)cc(-c7ccccc7)oc6c5)nn4)cc3)cc(=O)c2c1,0.145,uM,6.838631998
BCRP_1131,O=c1cc(-c2ccccc2)oc2cc(OCCCCc3cn(CCOCCOc4ccc(-c5cc(=O)c6cc(F)ccc6o5)cc4)nn3)ccc12,0.0175,uM,7.756961951
BCRP_1132,Cc1ccc2oc(-c3ccc(OCCOCCOCCn4cc(CN(CCOc5ccc6c(=O)cc(-c7ccccc7)oc6c5)Cc5ccccc5)nn4)cc3)cc(=O)c2c1,0.0158,uM,7.801342913
BCRP_1133,Cc1ccc2oc(-c3ccc(OCCCCc4cn(CCOCCOc5ccc(-c6oc7ccccc7c(=O)c6OCc6ccccc6)cc5)nn4)cc3)cc(=O)c2c1,0.0236,uM,7.627087997
BCRP_1134,O=c1cc(-c2ccccc2)oc2cc(OCCOCc3cn(CCOCCOCCOc4ccc(-c5oc6ccccc6c(=O)c5OCc5ccccc5)cc4)nn3)ccc12,0.0249,uM,7.603800653
BCRP_1135,O=c1cc(-c2ccccc2)oc2cc(OCCCc3cn(CCOCCOCCOc4ccc5c(=O)cc(-c6ccccc6)oc5c4)nn3)ccc12,0.1767,uM,6.75276345
BCRP_1136,Cc1ccc2oc(-c3ccc(OCCCCc4cn(CCOCCOCCOc5ccc6c(=O)cc(-c7ccccc7)oc6c5)nn4)cc3)cc(=O)c2c1,0.1508,uM,6.821598658
BCRP_1137,Cc1ccc2oc(-c3ccc(OCCOCCOCCn4cc(CCCCOc5ccc6c(=O)cc(-c7ccccc7)oc6c5)nn4)cc3)cc(=O)c2c1,0.0455,uM,7.341988603
BCRP_1138,O=c1cc(-c2ccc(OCCOCCOCCn3cc(CCCCOc4ccc5c(=O)cc(-c6ccccc6)oc5c4)nn3)cc2)oc2ccccc12,0.018,uM,7.744727495
BCRP_1139,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3ccccc3N)cc1)CC2,20.7,uM,4.684029655
BCRP_1140,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3ccccc3[N+](=O)[O-])cc1)CC2,40,uM,4.397940009
BCRP_1141,COC(=O)c1cccc(COc2c(-c3ccc(OCCOCCn4cc(COCCOc5ccc6c(=O)cc(-c7ccccc7)oc6c5)nn4)cc3)oc3ccccc3c2=O)c1,0.0177,uM,7.752026734
BCRP_1142,COC(=O)c1cccc(COc2c(-c3ccc(OCCOCCOCCn4cc(CCCOc5ccc6c(=O)cc(-c7ccccc7)oc6c5)nn4)cc3)oc3ccccc3c2=O)c1,0.007,uM,8.15490196
BCRP_1143,N#Cc1cccc(Nc2nc(-c3ccc[nH]3)nc3ccccc23)c1,0.156,uM,6.806875402
BCRP_1144,O=C(COc1c(-c2ccccc2Cl)oc2ccccc2c1=O)Nc1ccc2c(c1)COC2=O,2.9,uM,5.537602002
BCRP_1145,N#Cc1cccc(Nc2nc(-c3cccs3)nc3ccccc23)c1,0.178,uM,6.749579998
BCRP_1146,COc1ccc(-c2c(OCC(=O)Nc3cccc4ccccc34)oc3ccccc3c2=O)cc1,5.09,uM,5.293282218
BCRP_1147,Cc1ccc2oc(-c3ccc(OCCCCc4cn(CCN(CCOc5ccc6c(=O)cc(-c7ccccc7)oc6c5)Cc5ccccc5)nn4)cc3)cc(=O)c2c1,0.3717,uM,6.429807439
BCRP_1148,CC1CCc2c(sc3nc(-c4cccnc4)nc(N4CCN(C(C(N)=O)c5ccccc5)CC4)c23)C1,2.38,uM,5.623423043
BCRP_1149,O=c1cc(-c2ccccc2)oc2cc(OCCOCCn3cc(CN(Cc4ccccc4)Cc4cn(CCOCCOc5ccc6c(=O)cc(-c7ccccc7)oc6c5)nn4)nn3)ccc12,0.2783,uM,6.555486794
BCRP_1150,O=c1cc(-c2ccccc2)oc2cc(OCCn3cc(CN(Cc4ccccc4)Cc4cn(CCOc5ccc6c(=O)cc(-c7ccccc7)oc6c5)nn4)nn3)ccc12,0.485,uM,6.314258261
BCRP_1151,COc1ccc(-c2c(OCC(=O)Nc3cccc4ccccc34)oc3ccccc3c2=O)cc1OC,3.75,uM,5.425968732
BCRP_1152,O=c1cc(-c2ccccc2)oc2cc(OCCN(Cc3ccccc3)Cc3cn(CCOc4ccc5c(=O)cc(-c6ccccc6)oc5c4)nn3)ccc12,0.28,uM,6.552841969
BCRP_1153,COC(=O)c1cccc(COc2c(-c3ccc(OCCOCCn4cc(CCCOc5ccc(-c6cc(=O)c7ccc(F)cc7o6)cc5)nn4)cc3)oc3ccccc3c2=O)c1,0.0065,uM,8.187086643
BCRP_1154,Cc1ccc2oc(-c3ccc(OCCCCc4cn(CCN(CCOc5ccc(-c6cc(=O)c7ccccc7o6)cc5)Cc5ccccc5)nn4)cc3)cc(=O)c2c1,0.0387,uM,7.412289035
BCRP_1155,Cc1ccc2oc(-c3ccc(OCCCCc4cn(CCOc5ccc6c(=O)cc(-c7ccccc7)oc6c5)nn4)cc3)cc(=O)c2c1,0.2233,uM,6.651111277
BCRP_1156,COC(=O)c1cccc(COc2c(-c3ccc(OCCOCCn4cc(CCCOc5ccc6c(=O)cc(-c7ccccc7)oc6c5)nn4)cc3)oc3ccccc3c2=O)c1,0.0236,uM,7.627087997
BCRP_1157,COC(=O)c1cccc(COc2c(-c3ccc(OCCOCCOCCn4cc(CCCCOc5ccc6c(=O)cc(-c7ccccc7)oc6c5)nn4)cc3)oc3ccccc3c2=O)c1,0.0014,uM,8.853871964
BCRP_1158,COC(=O)c1cccc(COc2c(-c3ccc(OCCOCCOCCn4cc(CCCCOc5ccc(-c6cc(=O)c7cc(C)ccc7o6)cc5)nn4)cc3)oc3ccccc3c2=O)c1,0.0009,uM,9.045757491
BCRP_1159,CCCOc1ccc(/C=C/C(=O)c2ccc(O)cc2)cc1,4.74,uM,5.324221658
BCRP_1160,COc1ccc2c3c([nH]c2c1)[C@H](CC(C)C)N1C(=O)[C@H](CCOC(=O)C(C)(C)C)NC(=O)[C@@H]1C3,0.00462,uM,8.335358024
BCRP_1161,Nc1ccccc1NC(=O)Nc1ccc(CCN2CCc3ccccc3C2)cc1,74.1,uM,4.130181792
BCRP_1162,N#Cc1ccc(Nc2cc(NCc3cccnc3)nc(-c3ccccc3)n2)cc1,0.373,uM,6.428291168
BCRP_1163,N#Cc1ccc(Nc2cc(Nc3ccc(O)cc3)nc(-c3ccccc3)n2)cc1,0.387,uM,6.412289035
BCRP_1164,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)Nc3ccc(N)cc3)cc1)CC2,46.4,uM,4.333482019
BCRP_1165,CNc1cc(Nc2ccc(C#N)cc2)nc(-c2ccccc2)n1,0.141,uM,6.850780887
BCRP_1166,Cc1cc(Nc2cccc(F)c2)nc(-c2ccccc2)n1,1.11,uM,5.954677021
BCRP_1167,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)Nc3ccc([N+](=O)[O-])cc3)cc1)CC2,2.61,uM,5.583359493
BCRP_1168,N#Cc1ccc(Nc2cc(NCc3ccccn3)nc(-c3ccccc3)n2)cc1,0.21,uM,6.677780705
BCRP_1169,Cc1cc(Nc2ccc(C#N)c(C)c2)nc(-c2ccccc2)n1,0.0935,uM,7.029188389
BCRP_1170,Cc1cc(Nc2cccc(CO)c2)nc(-c2ccccc2)n1,4.22,uM,5.374687549
BCRP_1171,N#Cc1ccc(Nc2cc(Nc3cccc(O)c3)nc(-c3ccccc3)n2)cc1,0.608,uM,6.216096421
BCRP_1172,Cc1cc(Nc2ccc3ncccc3c2)nc(-c2ccccc2)n1,0.151,uM,6.821023053
BCRP_1173,Cc1cc(Nc2cccc(O)c2)nc(-c2ccccc2)n1,0.253,uM,6.596879479
BCRP_1174,Cc1cc(Nc2ccc([N+](=O)[O-])c(Cl)c2)nc(-c2ccccc2)n1,0.0589,uM,7.229884705
BCRP_1175,Cc1cc(Nc2ccc(C#N)c(Br)c2)nc(-c2ccccc2)n1,0.119,uM,6.924453039
BCRP_1176,COc1cccc(Nc2cc(C)nc(-c3ccccc3)n2)c1,0.271,uM,6.567030709
BCRP_1177,Cc1cc(Nc2ccc(C#N)c(C(F)(F)F)c2)nc(-c2ccccc2)n1,0.0693,uM,7.159266765
BCRP_1178,Cc1cc(Nc2ccc(CC#N)cc2)nc(-c2ccccc2)n1,2.5,uM,5.602059991
BCRP_1179,Cc1cc(Nc2ccc(F)c(C#N)c2)nc(-c2ccccc2)n1,0.307,uM,6.512861625
BCRP_1180,N#Cc1ccc(Nc2cc(Nc3ccc(C#N)cc3)nc(-c3ccccc3)n2)cc1,0.133,uM,6.876148359
BCRP_1181,Cc1cc(Nc2ccc(C#N)c(C#N)c2)nc(-c2ccccc2)n1,0.188,uM,6.725842151
BCRP_1182,N#Cc1ccc(Nc2cc(Nc3ccccc3)nc(-c3ccccc3)n2)cc1,0.169,uM,6.772113295
BCRP_1183,Cc1cc(Nc2cccc(Br)c2)nc(-c2ccccc2)n1,0.892,uM,6.049635146
BCRP_1184,N#Cc1ccc(Nc2cc(-c3ccccc3)nc(-c3ccccc3)n2)cc1,4.41,uM,5.355561411
BCRP_1185,Cc1cc(Nc2ccc([N+](=O)[O-])cc2)nc(-c2ccccc2)n1,0.0522,uM,7.282329497
BCRP_1186,CC(C)Nc1cc(Nc2ccc(C#N)cc2)nc(-c2ccccc2)n1,0.763,uM,6.117475462
BCRP_1187,CCCCNc1cc(Nc2ccc(C#N)cc2)nc(-c2ccccc2)n1,0.5,uM,6.301029996
BCRP_1188,COc1ccc(Nc2cc(C)nc(-c3ccccc3)n2)cc1F,0.861,uM,6.064996849
BCRP_1189,Cc1cc(Nc2ccc3c(c2)C(=O)NC3=O)nc(-c2ccccc2)n1,0.253,uM,6.596879479
BCRP_1190,N#Cc1ccc(Nc2cc(NCCCc3ccccc3)nc(-c3ccccc3)n2)cc1,0.096,uM,7.017728767
BCRP_1191,N#Cc1ccc(Nc2cc(NCc3ccncc3)nc(-c3ccccc3)n2)cc1,0.435,uM,6.361510743
BCRP_1192,N#Cc1ccc(Nc2cc(Nc3ccccc3O)nc(-c3ccccc3)n2)cc1,0.223,uM,6.651695137
BCRP_1193,Cc1cc(Nc2ccc3c(c2)OCCO3)nc(-c2ccccc2)n1,0.808,uM,6.092588639
BCRP_1194,CCCNc1cc(Nc2ccc(C#N)cc2)nc(-c2ccccc2)n1,0.293,uM,6.53313238
BCRP_1195,N#Cc1ccc(Nc2cc(NCc3ccccc3)nc(-c3ccccc3)n2)cc1,0.283,uM,6.548213564
BCRP_1196,COc1cc2c(cc1OC)CN(CCc1ccc(NC(=O)c3ccc([N+](=O)[O-])cc3)cc1)CC2,4.38,uM,5.358525889
BCRP_1197,COc1cccc(/C=C/C(=O)c2ccc(O)cc2O)c1,1.94,uM,5.71219827
BCRP_1198,COc1ccc(C(=O)Nc2ccccc2NC(=O)Nc2ccc(CCN3CCc4cc(OC)c(OC)cc4C3)cc2)cc1OC,6.98,uM,5.156144577
BCRP_1199,COc1ccc(/C=C/C(=O)c2ccc(OC)c(OC)c2)cc1OC,3.8,uM,5.420216403
BCRP_1200,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,0.9,uM,6.045757491
BCRP_1201,COc1cc(O)c2c(=O)c(OC)c(-c3ccc(OC)c(O)c3)oc2c1,0.46,uM,6.337242168
BCRP_1202,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,26.30268,uM,4.579999999
BCRP_1203,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,3.19,uM,5.496209317
BCRP_1204,c1ccc(Nc2nc(-c3ccccc3)nc3ccccc23)cc1,0.882,uM,6.054531415
BCRP_1205,C=CC(C)(C)c1cc(/C=C/C(=O)c2ccc(O)cc2)c(OC)cc1O,0.00783,uM,8.106238238
BCRP_1206,O=[N+]([O-])c1ccc(Nc2nc(-c3ccccc3)nc3ccccc23)cc1,0.97,uM,6.013228266
BCRP_1207,COc1ccc(-c2nc(Nc3ccc([N+](=O)[O-])cc3)c3ccccc3n2)cc1OC,0.3,uM,6.522878745
BCRP_1208,CN(CCc1cn(C)c2ccccc12)C(=O)c1cc(=O)c2c(OCc3ccc(Br)cc3)cccc2o1,1,uM,6
BCRP_1209,COc1ccc2c(CCNC(=O)c3cc(=O)c4c(OCc5ccc(Br)cc5)cccc4o3)c[nH]c2c1,0.1,uM,7
BCRP_1210,Cn1cc(CCNC(=O)c2cc(=O)c3c(OCc4ccc(Br)cc4)cccc3o2)c2ccccc21,0.3,uM,6.522878745
BCRP_1211,CN(CCc1c[nH]c2ccccc12)C(=O)c1cc(=O)c2c(OCc3ccc(Br)cc3)cccc2o1,1.11,uM,5.954677021
BCRP_1212,COc1ccc2[nH]cc(CCN(C)C(=O)c3cc(=O)c4c(OCc5ccc(Br)cc5)cccc4o3)c2c1,0.96,uM,6.017728767
BCRP_1213,COc1ccc2[nH]cc(CCNC(=O)c3cc(=O)c4cc(OCc5ccc(Br)cc5)ccc4o3)c2c1,0.29,uM,6.537602002
BCRP_1214,CN(CCc1c[nH]c2ccccc12)C(=O)c1cc(=O)c2cc(OCc3ccc(Br)cc3)ccc2o1,2.58,uM,5.588380294
BCRP_1215,CN(CCc1cn(C)c2ccccc12)C(=O)c1cc(=O)c2cc(OCc3ccc(Br)cc3)ccc2o1,2.06,uM,5.68613278
BCRP_1216,COc1ccc2[nH]cc(CCNC(=O)c3cc(=O)c4ccc(OCc5ccc(Br)cc5)cc4o3)c2c1,1.27,uM,5.896196279
BCRP_1217,COc1ccc(-n2nnc(-c3ccccc3NC(=O)Nc3ccc([N+](=O)[O-])cc3)n2)cc1,0.541,uM,6.266802735
BCRP_1218,O=C(Nc1ccc([N+](=O)[O-])cc1)Nc1ccccc1C(=O)Nc1ccc(C(F)(F)F)cc1,0.605,uM,6.218244625
BCRP_1219,COc1cccc(-n2nnc(-c3ccccc3NC(=O)c3ccccc3[N+](=O)[O-])n2)c1,1.32,uM,5.879426069
BCRP_1220,CCCc1ccc(NC(=O)c2ccccc2NC(=O)c2cccc([N+](=O)[O-])c2)cc1,0.727,uM,6.138465589
BCRP_1221,COc1cccc(-n2nnc(-c3ccccc3NC(=O)Nc3ccc(N=C=S)cc3)n2)c1,0.667,uM,6.175874166
BCRP_1222,CCCc1cccc(NC(=O)c2ccccc2NC(=O)c2ccccc2[N+](=O)[O-])c1,2.151,uM,5.66735959
BCRP_1223,CCCc1ccc(NC(=O)c2ccccc2NC(=O)Nc2ccc([N+](=O)[O-])cc2)cc1,0.482,uM,6.316952962
BCRP_1224,COc1cccc(-n2nnc(-c3ccccc3NC(=O)Nc3ccc(N)cc3)n2)c1,0.571,uM,6.243363892
BCRP_1225,CCCc1ccc(NC(=O)c2ccccc2NC(=O)c2ccc(OC)cc2)cc1,2.012,uM,5.696372024
BCRP_1226,COc1cccc(-n2nnc(-c3ccccc3NC(=O)Nc3ccc([N+](=O)[O-])cc3)n2)c1,0.544,uM,6.2644011
BCRP_1227,CCCc1ccc(NC(=O)c2ccccc2NC(=O)Nc2ccccc2[N+](=O)[O-])cc1,2.563,uM,5.591251394
BCRP_1228,COc1cccc(-n2nnc(-c3ccccc3NC(=O)c3ccc(NC(=O)CBr)cc3)n2)c1,0.446,uM,6.350665141
